Work Id Number,Work Name,Block,Panchayat
202237600254,"Necessary arrangement work for various fairs and fairs (Karsad) under Dantewada district, Part-1",DANTEWADA,
202537600268,"For the operation of Maidan Cup, 14 schools of development block Dantewada, 16 schools of Geedam, 12 schools of Kuakonda and 08 schools of Katekalyan under Dantewada district, total 50 schools of the district have been provided with Maidan Cup promotion purchase work.",DANTEWADA ,
202437601960,Dome shed construction work at Higher Secondary School Pondum,DANTEWADA,
202537600015,"Construction work of Science Park in Aastha Gurukul Campus, Dantewada",DANTEWADA,
202437602773,Construction of prayer dome shed geedam in primary school Kadtipara,GEEDAM,
202337600310,Solar street light installation work under Janpad Panchayat-Dantewada area,DANTEWADA,
202237600054,Supply of necessary materials related to Covid-19 in various schools in the district,DANTEWADA,
202337600312,Solar street light installation work under District Panchayat-Geedam area,GEEDAM,
202537600779,"Construction work of CC road from Roshan Devangan's house to Sonar Para in Ward No. 11, 12 and 15.",GEEDAM,
202537600778,Construction work of CC road in old market complex in ward no. 11.,GEEDAM,
202237600100,"Shed construction work in society ground, ward no. 01",KUWAKONDA,
202337600047,Renovation work in Swami Atmanand Hindi Medium Girls High Secondary School building,KUWAKONDA,
202437600603,BT work on Dantewada-Bacheli Road between Km-30(421) to 31(048)-627 m (BTO Road Bacheli),DANTEWADA,
202437600594,BT work on Dantewada-Bacheli Road between Km-11 (300) to 13 (700) - 368 meters,DANTEWADA,
202537600661,Cement concrete road construction work from Bandipara Arabe to Jabeli Khedapara.,KUWAKONDA,ARBE
202437600595,BT work on Dantewada-Bacheli Road between Km-13 (800) to 19 - 420 meters,DANTEWADA,
202437600592,BT work on Dantewada-Bacheli Road between Km-02 to 07 - 420 meters,DANTEWADA,
202437600602,BT work between Km-30(420)-m (Old Market Bacheli) on Dantewada-Bacheli Road,DANTEWADA,
202237600726,Road widening construction work of 1.5 meter in ward no. 05,GEEDAM,
202337600305,"Mother Baby Kit Supply Work for Women and Children for Physical Cleanliness, Prevention of Pneumonia and Diarrhea and Promotion of Institutional Delivery to Prevent Women Diseases Part-Four",DANTEWADA,
202337600304,"Mother Baby Kit Supply Work for Women and Children for Physical Cleanliness, Prevention from Pneumonia and Diarrhea and Promotion of Institutional Delivery to Prevent Women Diseases Part-3",DANTEWADA,
202337600303,"Mother Baby Kit Supply Work for Women and Children for Physical Cleanliness, Prevention from Pneumonia and Diarrhea and Promotion of Institutional Delivery to Prevent Women Diseases Part-2",DANTEWADA,
202337600302,"Mother Baby Kit Supply Work for Women and Children for Physical Cleanliness, Prevention from Pneumonia and Diarrhea and Promotion of Institutional Delivery to Prevent Women Diseases Part-1",DANTEWADA,
202337600306,"Mother Baby Kit Supply Work for Women and Children for Physical Cleanliness, Prevention from Pneumonia and Diarrhea and Promotion of Institutional Delivery to Prevent Women Diseases Part-Five",DANTEWADA,
202337600438,Boundary wall construction work Krishi Vigyan Kendra Haram Part-IX,GEEDAM,
202337600437,Boundary wall construction work Krishi Vigyan Kendra Haram Part-8,GEEDAM,
202337600439,Boundary wall construction work Krishi Vigyan Kendra Haram Part-10,GEEDAM,
202437600593,BT work on Dantewada-Bacheli Road between Km-8 to 11 (200) - 396 m,DANTEWADA,
202537600175,"Landscaping and gardening work near the confluence of Dankani Shankani river in Danteshwari Mai Ji's garden in Dantewada district, Part-02",DANTEWADA ,
202537600174,"Landscaping and gardening work near the confluence of Dankani Shankani river in Danteshwari Mai Ji's garden in Dantewada district, Part-01",DANTEWADA ,
202537600536,"Renovation work of additional room no. (1 to 3) at Nava Dantewada Garment Factory, Barsur.",GEEDAM,
202537600537,"Renovation work of additional room no. (4 to 6) at Nava Dantewada Garment Factory, Barsur.",GEEDAM,
202437600796,"Purchase work of CBC machine for blood count, HB1AC CBC machine for blood sugar test for HAMARA Lab in District Hospital Drnatewada.",DANTEWADA,
202137600266,Pig rearing/distribution work,DANTEWADA,
202137600264,BT road construction work in ward number 01 and 10,DANTEWADA,
202537600506,"Upgradation work of GNM Training Nursing College Dantewada and Hostel operated under Health Department, District Dantewada.",DANTEWADA ,
202537600685,Roof shed construction work at Science Centre Dantewada.,DANTEWADA,
202237601297,"Shed construction work of Nava Dantewada Garment Factory Kirandul, Part-2",KUWAKONDA,
202237600727,Retaining wall drain construction work from Ward No. 05 Main Chowk to Hot Bazaar,GEEDAM,
202537600179,"Installation work of solar dual pump and 01 solar high mast plant at 02 different places of Maa Danteshwari Temple Complex, Dantewada.",DANTEWADA,
202237601296,Nava Dantewada Garment Factory Kirandul Returning Wall Construction Work,KUWAKONDA,
202437601125,Promote Employment Generation in Tourism Sector Part-01,DANTEWADA,
202437601764,"Purchase of basic materials for Navodaya Vidyalaya Training Institute, Patarras, in the Nanhe Parinde organization operating in the district.",DANTEWADA,
202237601124,Shrimp farming work in the ponds of 20 selected farmers in the district,DANTEWADA,
202437600277,"Replacement work of 4 nos. hybrid solar high mast lights in Basanpur, Gamawada, Kamalur and Jhirka of development block Dantewada.",DANTEWADA,
202537600092,Mural art work at Returningwall near Shankani River Bridge,DANTEWADA,
202437602822,"Paver block construction work from Ward No. 05 Satdhar main road to the temple located at Budha Sagar pond, Barsur",GEEDAM,
202437601068,Operation of Nava Dantewada Radio Station.,DANTEWADA,
202437600870,Under the convergence of 11 Anganwadi building construction work in the development block Geedam.,GEEDAM,
202437600828,"Footpathway construction work from the Collectorate main gate to the main gate of Danteshwari Mai Ji Temple on Dantewada-Bacheli Kirandul road, Part-02",DANTEWADA,
202337601628,"Necessary actions for the preservation of cultural values, Part-2",DANTEWADA,
202337600382,"Under the Chief Minister's Nutrition Campaign, additional funds will be provided from April 2022 to December 2022 in Geedam.",GEEDAM,
202237600959,Construction of welded grill around the main gate and ground in the high school ground of Dantewada district.,DANTEWADA,
202137600190,Supply of CCTV cameras to 15 residential schools in Dantewada district.,DANTEWADA,
202437600829,"Footpathway construction work from the Collectorate main gate to the main gate of Danteshwari Mai Ji Temple on Dantewada-Bacheli Kirandul road, Part-01",DANTEWADA,
202337600539,"Necessary work for the conservation of the archaeological site, Dantewada Part-1",DANTEWADA,
202337600657,"Renovation and beautification work to promote tourism in the district headquarters Dantewada, Part-3",DANTEWADA,
202337600380,Dantewada: Additional funds will be provided from April 2022 to December 2022 under the Chief Minister's Nutrition Campaign.,DANTEWADA,
202437600323,"Additional 12 beds operational at Physical Nutrition Rehabilitation Centre, District Dantewada",DANTEWADA,
202437600035,For residential facility for students from remote areas for Agniveer Air Force and Army recruitment to interested students between 17 to 21 years of age within the district.,DANTEWADA,
202437601840,Payment of honorarium to 11 additional sanitation workers in Nagar Panchayat Barsoor,GEEDAM,
202437602792,"Weekly series of examinations will be conducted by third party from December to April at Chhulo Aasman Residential Complex, Balud and Karli.",DANTEWADA,
202437602465,Pathway construction work in Mata Danteshwari pond,DANTEWADA,
202537600029,Renovation work of Girls Hostel DIET Dantewada,DANTEWADA ,
202137600257,Distribution of fruit plants to the farmers of the district,DANTEWADA,
202537600299,To promote sports activities in Dantewada and provide better training to the talented players present in the district.,DANTEWADA,
202437602932,"Construction of sharp pit and dip pit for biomedical waste in Community Health Centres/Primary Health Centres under Health Department, Dantewada",DANTEWADA,
202137600654,CC road construction work from Ward No. 12 Nayapara Gauthan to Chitu Ghar,DANTEWADA,
202137600653,CC road construction work from Ward No. 03 Farspal Road to Yadav Ghar,DANTEWADA,
202337600694,Construction work of Biofloc Unit Dantewada Part-1,DANTEWADA,
202337600697,"Construction work of Biofloc Unit, Dantewada Part-4",DANTEWADA,
202337600698,"Construction work of Biofloc Unit, Dantewada Part-5",DANTEWADA,
202337600696,"Construction work of Biofloc Unit, Dantewada Part-3",DANTEWADA,
202437602810,"To promote sports activities in the district and provide better training to talented players present in the district, along with making arrangements for box cricket and floodlights.",DANTEWADA,
202337600695,"Construction work of Biofloc Unit, Dantewada Part-2",DANTEWADA,
202537600754,Providing sewing machines to surrendered/victimized Naxal beneficiaries of Dantewada district after sewing training.,DANTEWADA,
202437600324,Consuming double fortified salt (iodine and iron) is helpful in preventing anemia and malnutrition.,DANTEWADA,
202237600925,"With a view to promote tourism and various development works for livelihood of the local community, Part-19",DANTEWADA,
202437600588,Honorarium payment work (for 01 year) of 17 contract drivers in community and primary health centers operated in all four development blocks of Dantewada district.,DANTEWADA,
202337601258,Aluminium and ACP work at Mini Stadium Barsoor,GEEDAM,
202437600024,"For necessary repairs and other related work in the District Library, Dantewada",DANTEWADA,
202437601849,"Paddle boat 2.4 seater and 2.4 seater canopy and speed motor boat 8 seater speed boat engine, speed boat engine speed boat similar for boating purposes for tourists in Barsoor tourist place",GEEDAM,
202437602636,Repair and upgradation work of rehabilitation centre for surrendered Naxalites and Naxal victims in Dantewada district,DANTEWADA,
202437602933,Bill for repair/material supply and other expenses of Navagurukul Coding Class for Boys/Girls,DANTEWADA,
202137600412,Part-02 for online coaching preparation of IIT/JEE and NEET to 123 students studying in Biology and Mathematics stream of class 11th and 12th in Jawahar Navodaya Vidyalaya Barsoor and Aastha Vidya Mandir Jawanga operating in Dantewada district.,DANTEWADA,
202137600671,Distribution work of growth hormones in planted saplings to increase the density of forests under Dantewada Forest Division.,GEEDAM,
202437600475,"Supply of seeds for planting turmeric in 1 acre area of ​​land of 25 farmer beneficiaries of villages Kasoli, Hiranar and Karli.",GEEDAM,
202437601571,Lawn development work in Ward No. 2 Children's Park.,DANTEWADA,
202437602231,Additional revised work of purchase of eagle iron planks for students studying in Pota Cabin hostels,DANTEWADA,
202437601601,"Tubular pole and light installation work in Ward No. 1, 2, 3, 16 and 18.",DANTEWADA,
202437600986,"Tubewell mining pump installation work for the farmers of development block Dantewada, Geedam (total-06 farmers)",DANTEWADA,
202337601552,Repair work of little birds Pataras Bhawan,DANTEWADA,
202337600558,Muktidham construction work Dantewada Part-5,DANTEWADA,
202237601299,"Shed construction work of Nava Dantewada Garment Factory Kirandul, Part-1",KUWAKONDA,
202537600328,"Construction work for setting up a ready-to-eat unit under the supplementary nutrition scheme under Saksham Anganwadi and Nutrition 2.0, Barsoor",GEEDAM,
202437601895,Arrangement of dress code (sari) for all Mitanins and Mitanin trainers,DANTEWADA,
202237600920,"With a view to promote tourism and various development works for livelihood of the local community, Part-04",DANTEWADA,
202337600360,Tube well digging and pump installation and channel link wire fencing work,DANTEWADA,
202437602833,"Renovation and construction work of toilets on the first and second floors of 50 bed Mother and Child Hospital, Geedam",GEEDAM,
202337601312,"Construction of Physics Lab at Swami Atmanand Hindi Medium Girls Higher Secondary School, Kirandul",KUWAKONDA,
202337601223,"Construction of Chemistry Lab at Swami Atmanand Hindi Medium Girls Higher Secondary School, Kirandul",KUWAKONDA,
202337601228,"Construction of Bio Lab at Swami Atmanand Hindi Medium Higher Secondary School, Kirandul",KUWAKONDA,
202437601858,Purchase of 2 mobile toilets for Dantewada Municipality area,DANTEWADA,
202237600192,Supply of materials for operation of the newly constructed Virology Lab at District Hospital Dantewada,DANTEWADA,
202437601602,Tubular pole and light installation work in various wards of Kirandul Municipality areas.,KUWAKONDA,
202337600587,Mild steel railing work Dantewada,DANTEWADA,
202337600568,Muktidham construction work Dantewada Part-7,DANTEWADA,
202537600270,Provision of vehicles in 10 Pota Cabins/KGBVs of Dantewada district. Supply and purchase of 02 vehicles in residential schools run in the district.,DANTEWADA,
202437600490,Electrification work in 11 Anganwadis of the district.,DANTEWADA,
202337601435,Teaching work for degree diploma courses conducted at State Institute of Hotel Management,DANTEWADA,
202437601479,Tubular pole installation work from Ward No. 14 to Sheetla Mata Temple to residence.,GEEDAM,
202437602672,Boundary bamboo plantation work in the fields of farmers of the district,DANTEWADA,
202337601437,"Work conducted by Lakshya Competitive Examination Training Centre, Dantewada",DANTEWADA,
202137600487,"Assistive devices for disabled persons under Dantewada area, petrol driven scooter two wheeler, additional supply work part-02 (beneficiary number-10)",DANTEWADA,
202537600237,Organizing a two-day district level career fair for students of various faculties of class 12th of 29 government higher secondary schools of the district.,DANTEWADA ,
202437600384,Construction of CC road from Sushila Baghel house to Kala Manch,GEEDAM,
202337601015,"Various infrastructure works for conducting health activities in Dantewada district, Part-1",DANTEWADA,
202437601528,"Beautification and wall painting work in Ward No. 16 and 18 of Kirandul, District Dantewada.",KUWAKONDA,
202437601572,Interlocking paver block work in Ward No. 2 Children's Park.,DANTEWADA,
202537600049,"Danteshwari Mai Ji, garden beautification (wall painting, cement moral art) and courtyard construction work in Dantewada district.",DANTEWADA ,
202537600032,Dome shed construction work and paver block road work in DIET campus,DANTEWADA ,
202137600411,Part-01 for online coaching preparation of IIT/JEE and NEET to 123 students studying in Biology and Mathematics stream of class 11th and 12th in Jawahar Navodaya Vidyalaya Barsoor and Aastha Vidya Mandir Jawanga operating in Dantewada district.,DANTEWADA,
202237600410,"RCC drain construction work from Mukesh Soni's house to main drain, ward no. 05, 06",GEEDAM,
202437601834,Chowpatty construction work in Dantewada Municipal Council,DANTEWADA,
202337600571,Muktidham construction work Dantewada Part-10,DANTEWADA,
202537600659,"Development work for the park near S.L.R.M. Centre, Ward No. 12.",GEEDAM,
202437600355,Tree plantation work including fencing and borewell behind the under construction mini stadium of Nagar Panchayat Barsur.,GEEDAM,
202437600646,Distribution of fruit plants to the farmers of the district.,DANTEWADA,
202337600357,Providing farmer's share contribution amount for community farming in 25.00 hectares in the fields of farmers of the district.,DANTEWADA,
202337600482,Beautification work in Budha Talab Barsoor Part-9,GEEDAM,
202337601247,"Supply of battery operated tricycles for the disabled people of the district, Part-1",DANTEWADA,
202237601097,Supply of battery operated tricycles for the disabled people of the district,DANTEWADA,
202437602464,Fish farming in biofloc constructed under Dantewada development block,DANTEWADA,
202337600441,"Boundary wall construction work in community hall, Kadtipara ward no. 14",GEEDAM,
202437602793,Procurement of essential materials for 127 ashram/hostel institutions operating in Dantewada district.,DANTEWADA,
202537600004,Distribution of domestic millet mixers to progressive women farmers' groups producing millet.,DANTEWADA,
202437602881,"For the honorarium (for six months) of Dr. Kewal Krishna Bhanotra, Anesthesiologist at District Hospital Dantewada",DANTEWADA,
202237600469,Boundary wall construction work tourist place ward no. 02,GEEDAM,
202437601510,Shed construction work in Ward No. 6.,DANTEWADA,
202437602587,"Bastar Olympics 2024-25: 5-day residential training, sports material and sports apparel will be provided to 400 selected players from the district.",DANTEWADA,
202237600436,CC road construction work from Muchnar road to Ganman Talab Ward No. 01,GEEDAM,
202337600386,Swami Atmanand Hindi Medium Old Building Girls Higher Secondary School Dantewada Renovation Work Part-2,DANTEWADA,
202337600555,Muktidham construction work Dantewada Part-3,DANTEWADA,
202437601526,Purchase of essential materials (sports shoes and socks) for students studying in Pota Cabin operated in the district.,DANTEWADA,
202437602008,Operational work of 4 member District Tracking and Data Unit,DANTEWADA,
202237600923,"With a view to promote tourism and various development works for livelihood of the local community, Part-16",DANTEWADA,
202437600806,Remaining work of dome shed construction work in the mini stadium under construction in ward number 10 of Nagar Panchayat Barsoor.,GEEDAM,
202337600572,Muktidham construction work Dantewada Part-Eleven,DANTEWADA,
202537601019,Accelerated Breed Improvement Program (Heat Synchronization Through Harmones),DANTEWADA,
202337600640,"Renovation work of Swami Atmanand Hindi Medium Higher Secondary School, Geedam main building",GEEDAM,
202337601300,"Computer cum library construction work at Swami Atmanand Hindi Medium Girls Higher Secondary School, Kirandul",KUWAKONDA,
202137600271,Kadaknath Poultry Farming/Distribution Work,GEEDAM,
202137600268,Kadaknath Poultry Farming/Distribution Work,DANTEWADA,
202337600477,"Beautification work at Budha Talab Barsoor, Part-Four",GEEDAM,
202537600031,Dome shed and enclosure construction work Dantewada,DANTEWADA ,
202537600258,Supply of sports equipment for Thai boxing players,DANTEWADA,
202537600520,Canopy wall bridge construction work at Mata Danteshwari pond.,DANTEWADA,
202137600413,Drain construction work near Rambuti waterfall,DANTEWADA,
202337600497,"Necessary work for the preservation and promotion of tribal culture, Part-1",DANTEWADA,
202437601659,New Anganwadi building construction work Sonapara Geedam,GEEDAM,
202437601827,"Construction work of new Anganwadi building, Patarras Thothapara",DANTEWADA,
202437601829,"Construction work of new Anganwadi building, Panitankipara, Dantewada",DANTEWADA,
202437601761,New Anganwadi building construction work Mavliguda Barsur,GEEDAM,
202437601828,Construction work of new Anganwadi building Manjhipadar Muriapara,DANTEWADA,
202437601832,"Construction work of new Anganwadi building, Katiyarras Jiyapara, Dantewada",DANTEWADA,
202437601762,"Construction work of new Anganwadi building, Kamalbhata Barsoor",GEEDAM,
202437601826,"Construction work of new Anganwadi building in Kailashnagar, Dantewada",DANTEWADA,
202437601831,New Anganwadi building construction work Dantewada Tribal Colony,DANTEWADA,
202437601825,New Anganwadi building construction work Dantewada 15-2,DANTEWADA,
202437601830,New Anganwadi building construction work Block Colony Dantewada,DANTEWADA,
202537600918,Anganwadi building construction work in Ward No. 14 Atal Awas Chowk,DANTEWADA,
202337601244,Road lighting work from Old Bus Stand Geedam to Haram Chowk Geedam,GEEDAM,
202337600501,Maa Danteshwari High School Ground Construction Work Part-2,DANTEWADA,
202437602836,Providing sewing machines to the dedicated beneficiaries of Dantewada district after sewing training.,DANTEWADA,
202537600419,"Establishment of computer lab in Pre.Ma. Girls Hostel, Barsur",GEEDAM,
202537600420,"Establishment of computer lab in Pre.Ma. Girls Hostel, Geedam",GEEDAM,
202137600178,Fire fighting construction work at District Hospital Dantewada,DANTEWADA,
202337600503,Maa Danteshwari High School Ground Construction Work Part-Four,DANTEWADA,
202437601569,CC flooring work in Ward No. 2 Children's Park.,DANTEWADA,
202337600644,"Construction of additional room in Swami Atmanand Hindi Medium Higher Secondary School, Geedam, Part-3",GEEDAM,
202137600449,"Supply of equipment and material to units 02, 03, 04 of Nava Dantewada Garment Factory established for livelihood promotion centre under Dantewada district.",DANTEWADA,
202537600874,"For distribution of seed minikits for providing immediate relief to the farmers affected by heavy rains, floods and disaster in the four blocks Dantewada, Geedam, Kuakonda and Katekalyan Kharif year 2025.",DANTEWADA,
202437600028,"Training in mushroom cultivation, production and processing work to 100 farmers in Dantewada and Geedam.",DANTEWADA,
202437600770,Establishment of Ambulance Vehicle Control Room for better operation of ambulance vehicles of District Hospital/Community Health Centres and Primary Health Centres.,DANTEWADA,
202437602804,"Construction of additional toilets for women and boundary wall in Community Health Centre, Geedam building.",GEEDAM,
202337600435,Swami Atmanand Hindi Medium Old Building Girls Higher Secondary School Dantewada Renovation Work Part-3,DANTEWADA,
202237600492,CC road construction work from Jema house to Sujata's house in ward no. 01,KUWAKONDA,
202337601017,"Various infrastructure works for conducting health activities in Dantewada district, Part-2",DANTEWADA,
202337600643,"Construction of additional room in Swami Atmanand Hindi Medium Higher Secondary School, Geedam, Part-2",GEEDAM,
202537600528,Goat rearing work for the beneficiaries of Gram Panchayat Nakulnar under DMF head,DANTEWADA,
202437602554,Regarding administrative and financial approval for renovation of passenger waiting rooms and ACP work at various places within the body's jurisdiction.,DANTEWADA,
202537600191,Renovation of UPVC main gate window and OPD and construction of septic tank in the district hospital.,DANTEWADA,
202437600052,Essential study material work at the residential school PET/PMT Center Karli and Balud in Chhoo-Lo Aasman,DANTEWADA,
202237600545,Returning wall construction work in ward number-04,KUWAKONDA,
202437601063,Electrification work in 11 Anganwadi centres under Dantewada district area.,DANTEWADA,
202537600311,"Purchase of essential items (including cupboards, food containers, plastic buckets, plastic mugs and dustbin lids) for the students residing in 127 ashrams/hostels operating in Dantewada district.",DANTEWADA,
202537600132,Providing financial assistance for advanced treatment of needy patients under Dantewada district,DANTEWADA,
202437602936,Promotion of social/educational sports and other activities for youth and players in Dantewada district,DANTEWADA,
202437601523,Painting work on the boundary wall on both sides of NH 63 under Nagar Panchayat Geedam.,GEEDAM,
202337600922,Establishment of Millet Cafe in Dantewada district,DANTEWADA,
202137600202,Supply of essential materials related to COVID-19,DANTEWADA,
202137600657,Drain construction work in ward number 15 from Gudda Nag's house to Chhavindra Karma's house via culvert,DANTEWADA,
202137600515,CCTV repair work in 37 girls' ashrams/hostels operating in the district.,DANTEWADA,
202137600652,CC road construction work in Ward No. 03 Jiyapara,DANTEWADA,
202137600655,Drain construction work at Ward No. 03 Jiyapara,DANTEWADA,
202137600451,CONSTRUCTION OF FLOOR BASE AT PARKING AREA & HATT BAZAR BARSOOR WITH WMM,GEEDAM,
202337601149,"Plantation and construction work of Saptarishi forest in Herbal Garden Orange area, Amvarabhata, Dantewada, Part-01",DANTEWADA,
202337601144,"Plantation and construction of Navgraha forest in Herbal Garden Orange area, Amvarabhata Dantewada, Part-02",DANTEWADA,
202137600440,Aluminum Window and Road Work at Nawa Dantewada Garment Factory Barsoor,GEEDAM,
202337601469,Miscellaneous Construction Work at C-Mart Dantewada Part-02,DANTEWADA,
202437601770,Construction of RCC drain from Chitalnka Ground to Rahul Restaurant.,DANTEWADA,
202137600450,CONSTRUCTION OF FLOOR BASE AT HATT BAZAR BARSOOR WITH WMM,GEEDAM,
202337601468,Miscellaneous Construction Work at C-Mart Dantewada Part-01,DANTEWADA,
202237600729,"Water proofing work at Nava Dantewada Garment Factory, Barsoor",GEEDAM,
202237600728,Roof shed construction work at the new tehsil office in Barsoor,GEEDAM,
202137600258,Water proofing work at Denex Nava Dantewada Government Factory (Room No. 01-11),DANTEWADA,
202337601148,"Plantation and construction of Panchavati forest in Herbal Garden Orange area, Amvarabhata Dantewada, Part-03",DANTEWADA,
202537600899,Construction of concertina coil facing boundary wall at Child Protection Home in Dantewada district.,DANTEWADA,
202537600955,Providing wood craftsmanship training to 30 surrendered Naxal beneficiaries of Dantewada district.,DANTEWADA,
202537600136,Repair work in Oxygen Plant 260 LPM in District Hospital Dantewada,DANTEWADA,
202437601119,Renovation work of passenger waiting room in Ward No.-4.,DANTEWADA,
202437602937,"Renovation work in visitor complex for traffic, Part-01",DANTEWADA,
202437602466,Fencing work at Mata Danteshwari pond,DANTEWADA,
202537600170,Construction of shed for rest of citizens work no.-3,DANTEWADA,
202537600169,Construction of shed for rest of citizens work no.-2,DANTEWADA,
202537600168,"Construction of shed for rest of citizens, work no.-1",DANTEWADA,
202437602743,Roof sheeting work Dantewada,DANTEWADA,
202537600173,"Construction of shed for the rest of citizens, Gaushala No.-02",DANTEWADA,
202537600172,"Construction of shed for the rest of citizens, Gaushala No.-01",DANTEWADA,
202437602204,20 primary schools of development block Geedam have been given the work developed in Nipun Shala under Nipun Bharat program.,GEEDAM,
202437602203,20 primary schools of development block Dantewada have been given the work developed in Nipun Shala under Nipun Bharat program.,DANTEWADA,
202437602760,Work to establish Oxygen Zone on the banks of the Dankani River,DANTEWADA,
202237601298,Branding work of Nava Dantewada Garment Factory Kirandul,KUWAKONDA,
202437602007,"To promote tourism in various areas of Dantewada district, training of youth in tour guide/home stay and other works.",DANTEWADA,
202137600439,"Fixing of Tiles work at Nawa Dantewada Garment Factory Barsoor Room no. (12,13,14,15,16)",GEEDAM,
202237600131,"RCC drain construction work from Manjulata Ghar to Sonarpara Road, Ward No. 09",GEEDAM,
202237600487,"Construction of additional room in the office of Municipal Council-Dantewada, Ward No. 06",DANTEWADA,
202437601556,Hostel fee payment work for studies in Khairagarh Indira Kala Sangeet University in the academic session 2024-2025.,DANTEWADA,
202437601587,Construction of RCC drain from the house of Shri Vinay Sood to the house of Manoj Malviya in Ward No. 15,DANTEWADA,
202237601295,"Paver block and guard room construction work in the parking complex of Nava Dantewada Garment Factory, Kirandul.",KUWAKONDA,
202337601150,"Plantation and construction work of Saptarishi forest in Herbal Garden Orange area, Amvarabhata, Dantewada, Part-02",DANTEWADA,
202337600641,Renovation work of Swami Atmanand Hindi Medium Higher Secondary School Geedam laboratory building,GEEDAM,
202137600438,"Putty, Paint, Grading and Repairing Work at nawa Dantewada Garment Factory Barsoor at Room No. (12,13,14,15,16)",GEEDAM,
202337601141,"Plantation and construction of Nakshatra forest in Herbal Garden Orange area Amvarabhata Dantewada, Part-01",DANTEWADA,
202437601778,Boundary wall construction work for self-help groups. ,GEEDAM,
202537600469,For organizing 21 day summer sports training camp.,DANTEWADA,
202337601147,"Plantation and construction of Panchavati forest in Herbal Garden Orange area, Amvarabhata Dantewada, Part-02",DANTEWADA,
202437601464,Purchase of various materials for youth pool (swimming pool) in Dantewada area.,DANTEWADA,
202537600058,Work for making audio and video of development works,DANTEWADA ,
202437602873,Solar power plant installation work at DAV Chief Minister Public School Patarras (Boys Hostel),DANTEWADA,
202437602467,Tiles work at Mata Danteshwari pond,DANTEWADA,
202337601146,"Plantation and construction of Panchavati forest in Herbal Garden Orange area, Amvarabhata Dantewada, Part-01",DANTEWADA,
202237601037,Renovation work of Secondary School-Dantewada,DANTEWADA,
202437601775,Toolkit training material and training work for installation of solar power plant for training Solar Didi's in solar power plants in Livelihood College,DANTEWADA,
202437600801,Operation of Nanhe Parinde Institute operated in Dantewada district in the year 2024-25 Navodaya Vidyalaya Selection Pre-Training Institute Dantewada Patarras Additional Special Nutrition Diet Supply Work,DANTEWADA,
202437602665,"Construction work of Operation Theatre 04 on the ground floor of District Hospital Dantewada, Part-2",DANTEWADA,
202437602657,Construction work of Operation Theatre 03 on the ground floor of District Hospital Dantewada,DANTEWADA,
202437602663,"Construction work of Operation Theatre 02 on the ground floor of District Hospital Dantewada, Part-2",DANTEWADA,
202437602656,"Construction work of Operation Theatre 01 on the ground floor of District Hospital Dantewada, Part-2",DANTEWADA,
202537600878,Repair work of foot bridge and tree platform at Dankani-Shankani confluence point in Dantewada district.,DANTEWADA,
202437601819,"Construction of Volleyball Ground (with floodlights) at Indoor Stadium Complex, Dantewada",DANTEWADA,
202237601139,Teaching/Coaching work for CGPSC and other competitive exams,DANTEWADA,
202537600759,Nanhe Parinde organization under Dantewada district is running the Navodaya Vidyalaya Pre-Selection Training Institute for providing additional nutritional food (milk and banana) to the students studying there.,DANTEWADA,
202537600702,1 tractor engine purchased for waste management by Bade Bacheli Municipality,DANTEWADA,
202537600704,Purchase of 1 tractor engine for waste management by Kirandul Municipality,DANTEWADA,
202537600700,"Purchase of 1 tractor engine for waste management, Geedam Nagar Panchayat",GEEDAM,
202137600409,"Distribution of agricultural equipment like brush cutter (petrol operated), accessories of electric pump to the farmers of Gauthan villages along with small marginal, women and forest rights lease holder farmers of the district.",DANTEWADA,
202537600089,To install CCTV cameras for surveillance in all the primary health centers operating under Dantewada district.,DANTEWADA,
202137600648,Construction of over sign board at the intersection of Geedam-Barsur road,GEEDAM,
202337600385,Swami Atmanand Hindi Medium Old Building Girls Higher Secondary School Dantewada Renovation Work Part-1,DANTEWADA,
202237600505,Returning wall construction work in ward number-05,KUWAKONDA,
202437602907,Establishment of Makers Lab in 07 secondary level schools operating in Geedam,GEEDAM,
202437602906,Establishment of Makers Lab in 07 secondary level schools operating in Dantewada,DANTEWADA,
202537600544,"Presently, a total of 10 peons appointed at collector rate in the vacant post of peon in various schools, payment of additional amount of honorarium for 2024-2025.",DANTEWADA ,
202437601545,Purchase of blankets for 13 Pota Cabin hostel buildings of the district.,DANTEWADA,
202437601566,Construction of women's toilet near the court premises behind the vegetable market in Ward No. 6.,DANTEWADA,
202437601789,Revised additional amount for the construction work of 100 seater girls' ashram Dantewada.,DANTEWADA,
202437602198,Bala Features program implemented in 10 primary schools,GEEDAM,
202437602199,Bala Features program implemented in 10 primary schools,DANTEWADA,
202137600415,High mast light work in weekly hot-market in Nagar Panchayat-Barsur,GEEDAM,
202237600081,High mast light work in weekly hot-market in Gram Panchayat-Barsur,GEEDAM,
202237600488,"Shed construction work in the office of Municipal Council-Dantewada, Ward No. 06",DANTEWADA,
202337601251,"Wheelchair supply work for the disabled/elderly people of the district, Part-Four",DANTEWADA,
202237601101,Wheelchair supply work for the disabled/elderly people of the district,DANTEWADA,
202437602961,Supply of fishing equipment and nets to 60 fishermen of Dantewada,DANTEWADA,
202537600911,For the honorarium amount of 107 guest teachers (primary/secondary level) in Vikaskhand Geedam.,DANTEWADA,
